algorithm,success,total_cost,solution_depth,execution_time_sec,expanded_nodes,chosen_nodes,iterations,max_fringe_size,path_length,actions,final_state,instance_id,grid,start,goal,max_battery,recharge_stations,obstacles,no_fly_zones
astar,True,0.9358974358974359,10,0.019947299995692447,43,44,44,109,10,"['UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=5, y=3, z=2, battery=3, time_step=10)",29,6x4x3,"(0, 0, 0)","(5, 3, 2)",13,2,9,1
depth_first,True,6.99999999999999,60,0.2740737000131048,992,993,993,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=1, battery=0, time_step=60)",30,6x5x2,"(0, 0, 0)","(5, 4, 1)",10,2,7,1
breadth_first,True,1.1666666666666667,10,0.8992098000016995,1240,1241,1241,564,10,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=5, y=4, z=1, battery=0, time_step=10)",30,6x5x2,"(0, 0, 0)","(5, 4, 1)",10,2,7,1
uniform_cost,True,1.1666666666666667,10,1.2110667999950238,975,976,976,508,10,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X']","DroneState(x=5, y=4, z=1, battery=0, time_step=10)",30,6x5x2,"(0, 0, 0)","(5, 4, 1)",10,2,7,1
greedy,True,1.1666666666666667,10,0.0029854000022169203,10,11,11,34,10,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=5, y=4, z=1, battery=0, time_step=10)",30,6x5x2,"(0, 0, 0)","(5, 4, 1)",10,2,7,1
astar,True,1.1666666666666667,10,0.015324700012570247,45,46,46,93,10,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Z', 'UP_Y', 'UP_X']","DroneState(x=5, y=4, z=1, battery=0, time_step=10)",30,6x5x2,"(0, 0, 0)","(5, 4, 1)",10,2,7,1
depth_first,True,6.099999999999995,60,0.11885040000197478,631,632,632,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=3, y=4, z=1, battery=3, time_step=60)",31,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,5,1
breadth_first,True,0.7999999999999999,8,0.23376239999197423,510,511,511,329,8,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",31,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,5,1
uniform_cost,True,0.7999999999999999,8,0.3072837999789044,412,413,413,311,8,"['UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",31,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,5,1
greedy,True,0.7999999999999999,8,0.0015719999792054296,8,9,9,28,8,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",31,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,5,1
astar,True,0.7999999999999999,8,0.004772699991008267,20,21,21,51,8,"['UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Z', 'UP_Y']","DroneState(x=3, y=4, z=1, battery=4, time_step=8)",31,4x5x2,"(0, 0, 0)","(3, 4, 1)",12,2,5,1
depth_first,True,7.794444444444455,60,0.06437940002069809,332,333,333,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=3, y=3, z=1, battery=1, time_step=60)",32,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
breadth_first,True,1.0222222222222221,7,0.1026076000125613,280,281,281,210,7,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=3, y=3, z=1, battery=1, time_step=7)",32,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
uniform_cost,True,0.8944444444444444,7,0.12087690000771545,242,243,243,188,7,"['UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=3, y=3, z=1, battery=2, time_step=7)",32,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
greedy,True,1.0222222222222221,7,0.0012978999875485897,7,8,8,26,7,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=3, y=3, z=1, battery=1, time_step=7)",32,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
astar,True,0.8944444444444444,7,0.006444300001021475,24,25,25,55,7,"['UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X']","DroneState(x=3, y=3, z=1, battery=2, time_step=7)",32,4x4x2,"(0, 0, 0)","(3, 3, 1)",9,2,3,1
depth_first,True,5.285714285714283,60,0.22962990001542494,750,751,751,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X']","DroneState(x=5, y=3, z=1, battery=5, time_step=60)",33,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
breadth_first,True,0.7928571428571429,9,0.2676601999846753,645,646,646,285,9,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=5, y=3, z=1, battery=5, time_step=9)",33,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
uniform_cost,True,0.7928571428571429,9,0.513957199989818,601,602,602,300,9,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z']","DroneState(x=5, y=3, z=1, battery=5, time_step=9)",33,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
greedy,True,1.3214285714285714,14,0.002203600015491247,14,15,15,34,14,"['UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Y', 'UP_Y']","DroneState(x=5, y=3, z=1, battery=4, time_step=14)",33,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
astar,True,0.7928571428571429,9,0.01294050001888536,39,40,40,82,9,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Z']","DroneState(x=5, y=3, z=1, battery=5, time_step=9)",33,6x4x2,"(0, 0, 0)","(5, 3, 1)",14,2,6,1
depth_first,True,6.45454545454545,60,0.21170250000432134,1015,1016,1016,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=1, battery=1, time_step=60)",34,6x5x2,"(0, 0, 0)","(5, 4, 1)",11,2,8,1
breadth_first,True,1.0757575757575757,10,0.5673198000004049,1032,1033,1033,410,10,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=1, time_step=10)",34,6x5x2,"(0, 0, 0)","(5, 4, 1)",11,2,8,1
uniform_cost,True,1.0757575757575757,10,0.8164080000133254,751,752,752,462,10,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=1, time_step=10)",34,6x5x2,"(0, 0, 0)","(5, 4, 1)",11,2,8,1
greedy,True,1.0757575757575757,10,0.002008800016483292,10,11,11,38,10,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=1, time_step=10)",34,6x5x2,"(0, 0, 0)","(5, 4, 1)",11,2,8,1
astar,True,1.0757575757575757,10,0.008251299994299188,24,25,25,70,10,"['UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=1, battery=1, time_step=10)",34,6x5x2,"(0, 0, 0)","(5, 4, 1)",11,2,8,1
depth_first,True,5.285714285714283,60,0.25293660000897944,1091,1092,1092,121,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=1, battery=4, time_step=60)",35,6x5x2,"(0, 0, 0)","(5, 4, 1)",14,2,8,1
breadth_first,True,0.880952380952381,10,0.42767750000348315,820,821,821,400,10,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=4, time_step=10)",35,6x5x2,"(0, 0, 0)","(5, 4, 1)",14,2,8,1
uniform_cost,True,0.880952380952381,10,0.892964899976505,817,818,818,434,10,"['UP_Y', 'UP_Z', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=4, time_step=10)",35,6x5x2,"(0, 0, 0)","(5, 4, 1)",14,2,8,1
greedy,True,0.880952380952381,10,0.0033983000030275434,10,11,11,40,10,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=4, time_step=10)",35,6x5x2,"(0, 0, 0)","(5, 4, 1)",14,2,8,1
astar,True,0.880952380952381,10,0.01611850000335835,44,45,45,101,10,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_Y']","DroneState(x=5, y=4, z=1, battery=4, time_step=10)",35,6x5x2,"(0, 0, 0)","(5, 4, 1)",14,2,8,1
depth_first,True,6.45454545454545,60,0.08099589997436851,399,400,400,119,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=4, y=3, z=1, battery=3, time_step=60)",36,5x4x2,"(0, 0, 0)","(4, 3, 1)",11,2,6,1
breadth_first,True,0.8606060606060605,8,0.0920285000174772,327,328,328,206,8,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=4, y=3, z=1, battery=3, time_step=8)",36,5x4x2,"(0, 0, 0)","(4, 3, 1)",11,2,6,1
uniform_cost,True,0.8606060606060605,8,0.14557399999466725,310,311,311,192,8,"['UP_Y', 'UP_Z', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y']","DroneState(x=4, y=3, z=1, battery=3, time_step=8)",36,5x4x2,"(0, 0, 0)","(4, 3, 1)",11,2,6,1
greedy,True,0.8606060606060605,8,0.0014664999907836318,8,9,9,29,8,"['UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z']","DroneState(x=4, y=3, z=1, battery=3, time_step=8)",36,5x4x2,"(0, 0, 0)","(4, 3, 1)",11,2,6,1
astar,True,0.8606060606060605,8,0.0048269000253640115,17,18,18,44,8,"['UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=4, y=3, z=1, battery=3, time_step=8)",36,5x4x2,"(0, 0, 0)","(4, 3, 1)",11,2,6,1
depth_first,True,5.999999999999995,60,0.37478459998965263,1346,1347,1347,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y']","DroneState(x=5, y=5, z=1, battery=1, time_step=60)",37,6x6x2,"(0, 0, 0)","(5, 5, 1)",12,2,11,1
breadth_first,True,1.0999999999999999,11,0.8074215000087861,1218,1219,1219,487,11,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=5, y=5, z=1, battery=1, time_step=11)",37,6x6x2,"(0, 0, 0)","(5, 5, 1)",12,2,11,1
uniform_cost,True,1.0999999999999999,11,1.4262374000099953,1096,1097,1097,587,11,"['UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y']","DroneState(x=5, y=5, z=1, battery=1, time_step=11)",37,6x6x2,"(0, 0, 0)","(5, 5, 1)",12,2,11,1
greedy,True,1.0999999999999999,11,0.0020163000153843313,11,12,12,36,11,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=5, y=5, z=1, battery=1, time_step=11)",37,6x6x2,"(0, 0, 0)","(5, 5, 1)",12,2,11,1
astar,True,1.0999999999999999,11,0.023360899998806417,56,57,57,123,11,"['UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=5, y=5, z=1, battery=1, time_step=11)",37,6x6x2,"(0, 0, 0)","(5, 5, 1)",12,2,11,1
depth_first,True,5.999999999999995,60,0.7182618000078946,2195,2196,2196,181,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=2, battery=1, time_step=60)",38,6x5x3,"(0, 0, 0)","(5, 4, 2)",12,2,12,1
breadth_first,True,1.2,11,3.6378627000085544,2610,2611,2611,1003,11,"['UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=5, y=4, z=2, battery=0, time_step=11)",38,6x5x3,"(0, 0, 0)","(5, 4, 2)",12,2,12,1
uniform_cost,True,1.0999999999999999,11,5.488625600002706,1830,1831,1831,1066,11,"['UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_X']","DroneState(x=5, y=4, z=2, battery=1, time_step=11)",38,6x5x3,"(0, 0, 0)","(5, 4, 2)",12,2,12,1
greedy,True,1.2,11,0.0038656000106129795,11,12,12,43,11,"['UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=5, y=4, z=2, battery=0, time_step=11)",38,6x5x3,"(0, 0, 0)","(5, 4, 2)",12,2,12,1
astar,True,1.0999999999999999,11,0.04479200000059791,61,62,62,150,11,"['UP_X', 'UP_Y', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=5, y=4, z=2, battery=1, time_step=11)",38,6x5x3,"(0, 0, 0)","(5, 4, 2)",12,2,12,1
depth_first,True,5.999999999999995,60,0.2747405999980401,1128,1129,1129,124,60,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_X']","DroneState(x=3, y=4, z=2, battery=3, time_step=60)",39,4x5x3,"(0, 0, 0)","(3, 4, 2)",12,2,4,1
breadth_first,True,0.8999999999999999,9,1.1755979000008665,1233,1234,1234,700,9,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=3, time_step=9)",39,4x5x3,"(0, 0, 0)","(3, 4, 2)",12,2,4,1
uniform_cost,True,0.8999999999999999,9,1.8334790999942925,970,971,971,568,9,"['UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=3, time_step=9)",39,4x5x3,"(0, 0, 0)","(3, 4, 2)",12,2,4,1
greedy,True,0.8999999999999999,9,0.00265360000776127,9,10,10,35,9,"['UP_Y', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Z', 'UP_Z']","DroneState(x=3, y=4, z=2, battery=3, time_step=9)",39,4x5x3,"(0, 0, 0)","(3, 4, 2)",12,2,4,1
astar,True,0.8999999999999999,9,0.021847199997864664,37,38,38,94,9,"['UP_Y', 'UP_Z', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X', 'UP_Z', 'UP_X', 'UP_Y']","DroneState(x=3, y=4, z=2, battery=3, time_step=9)",39,4x5x3,"(0, 0, 0)","(3, 4, 2)",12,2,4,1
depth_first,True,7.644444444444455,59,0.7159473999927286,2149,2150,2150,181,59,"['WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'UP_Z', 'UP_X', 'UP_X', 'RECHARGE', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'UP_X']","DroneState(x=4, y=5, z=1, battery=2, time_step=60)",40,5x6x2,"(0, 0, 0)","(4, 5, 1)",9,2,5,1
breadth_first,True,1.511111111111111,11,1.8582327000040095,2145,2146,2146,605,11,"['UP_X', 'UP_X', 'UP_Z', 'RECHARGE', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=4, y=5, z=1, battery=2, time_step=12)",40,5x6x2,"(0, 0, 0)","(4, 5, 1)",9,2,5,1
uniform_cost,True,1.511111111111111,11,3.2814991000050213,1862,1863,1863,575,11,"['UP_Y', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_X', 'RECHARGE', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z', 'UP_X']","DroneState(x=4, y=5, z=1, battery=3, time_step=12)",40,5x6x2,"(0, 0, 0)","(4, 5, 1)",9,2,5,1
greedy,True,3.683333333333333,27,2.7121401999902446,2396,2397,2397,657,27,"['UP_X', 'UP_X', 'UP_X', 'UP_Z', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'WAIT', 'DOWN_X', 'RECHARGE', 'UP_X', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'UP_Y', 'UP_Y']","DroneState(x=4, y=5, z=1, battery=0, time_step=28)",40,5x6x2,"(0, 0, 0)","(4, 5, 1)",9,2,5,1
astar,True,1.511111111111111,11,0.11528810000163503,157,158,158,280,11,"['UP_Y', 'UP_Y', 'UP_X', 'UP_Y', 'UP_Y', 'RECHARGE', 'UP_X', 'UP_X', 'UP_X', 'UP_Y', 'UP_Z']","DroneState(x=4, y=5, z=1, battery=3, time_step=12)",40,5x6x2,"(0, 0, 0)","(4, 5, 1)",9,2,5,1
